FIPS,State,County,Life Expectancy,95% CI - Low,95% CI - High,Life Expectancy (AIAN),Life Expectancy (AIAN) 95% CI - Low,Life Expectancy (AIAN) 95% CI - High,Life Expectancy (Asian),Life Expectancy (Asian) 95% CI - Low,Life Expectancy (Asian) 95% CI - High,Life Expectancy (Black),Life Expectancy (Black) 95% CI - Low,Life Expectancy (Black) 95% CI - High,Life Expectancy (Hispanic),Life Expectancy (Hispanic) 95% CI - Low,Life Expectancy (Hispanic) 95% CI - High,Life Expectancy (White),Life Expectancy (White) 95% CI - Low,Life Expectancy (White) 95% CI - High,# Deaths,Age-Adjusted Death Rate,95% CI - Low,95% CI - High,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (AIAN) 95% CI - Low,Age-Adjusted Mortality (AIAN) 95% CI - High,Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Asian) 95% CI - Low,Age-Adjusted Mortality (Asian) 95% CI - High,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Black) 95% CI - Low,Age-Adjusted Mortality (Black) 95% CI - High,Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (Hispanic) 95% CI - Low,Age-Adjusted Mortality (Hispanic) 95% CI - High,Age-Adjusted Mortality (White),Age-Adjusted Mortality (White) 95% CI - Low,Age-Adjusted Mortality (White) 95% CI - High,# Deaths,Child Mortality Rate,95% CI - Low,95% CI - High,Child Mortality Rate (AIAN),Child Mortality Rate (AIAN) 95% CI - Low,Child Mortality Rate (AIAN) 95% CI - High,Child Mortality Rate (Asian),Child Mortality Rate (Asian) 95% CI - Low,Child Mortality Rate (Asian) 95% CI - High,Child Mortality Rate (Black),Child Mortality Rate (Black) 95% CI - Low,Child Mortality Rate (Black) 95% CI - High,Child Mortality Rate (Hispanic),Child Mortality Rate (Hispanic) 95% CI - Low,Child Mortality Rate (Hispanic) 95% CI - High,Child Mortality Rate (White),Child Mortality Rate (White) 95% CI - Low,Child Mortality Rate (White) 95% CI - High,# Deaths,Infant Mortality Rate,95% CI - Low,95% CI - High,Infant Mortality Rate (AIAN),Infant Mortality Rate (AIAN) 95% CI - Low,Infant Mortality Rate (AIAN) 95% CI - High,Infant Mortality Rate (Asian),Infant Mortality Rate (Asian) 95% CI - Low,Infant Mortality Rate (Asian) 95% CI - High,Infant Mortality Rate (Black),Infant Mortality Rate (Black) 95% CI - Low,Infant Mortality Rate (Black) 95% CI - High,Infant Mortality Rate (Hispanic),Infant Mortality Rate (Hispanic) 95% CI - Low,Infant Mortality Rate (Hispanic) 95% CI - High,Infant Mortality Rate (White),Infant Mortality Rate (White) 95% CI - Low,Infant Mortality Rate (White) 95% CI - High,% Frequent Physical Distress,95% CI - Low,95% CI - High,% Frequent Mental Distress,95% CI - Low,95% CI - High,% Adults with Diabetes,95% CI - Low,95% CI - High,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,95% CI - Low,95% CI - High,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (AIAN) 95% CI - Low,Drug Overdose Mortality Rate (AIAN) 95% CI - High,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Asian) 95% CI - Low,Drug Overdose Mortality Rate (Asian) 95% CI - High,Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Black) 95% CI - Low,Drug Overdose Mortality Rate (Black) 95% CI - High,Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (Hispanic) 95% CI - Low,Drug Overdose Mortality Rate (Hispanic) 95% CI - High,Drug Overdose Mortality Rate (White),Drug Overdose Mortality Rate (White) 95% CI - Low,Drug Overdose Mortality Rate (White) 95% CI - High,# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,95% CI - Low,95% CI - High,MV Mortality Rate (AIAN),MV Mortality Rate (AIAN) 95% CI - Low,MV Mortality Rate (AIAN) 95% CI - High,MV Mortality Rate (Asian),MV Mortality Rate (Asian) 95% CI - Low,MV Mortality Rate (Asian) 95% CI - High,MV Mortality Rate (Black),MV Mortality Rate (Black) 95% CI - Low,MV Mortality Rate (Black) 95% CI - High,MV Mortality Rate (Hispanic),MV Mortality Rate (Hispanic) 95% CI - Low,MV Mortality Rate (Hispanic) 95% CI - High,MV Mortality Rate (White),MV Mortality Rate (White) 95% CI - Low,MV Mortality Rate (White) 95% CI - High,% Insufficient Sleep,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,% Disconnected Youth,95% CI - Low,95% CI - High,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (White),Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (White),Median Household Income,95% CI - Low,95% CI - High,Household Income (AIAN),Household Income (AIAN) 95% CI - Low,Household Income (AIAN) 95% CI - High,Household Income (Asian),Household Income (Asian) 95% CI - Low,Household Income (Asian) 95% CI - High,Household Income (Black),Household Income (Black) 95% CI - Low,Household Income (Black) 95% CI - High,Household Income (Hispanic),Household Income (Hispanic) 95% CI - Low,Household Income (Hispanic) 95% CI - High,Household Income (White),Household Income (White) 95% CI - Low,Household Income (White) 95% CI - High,% Enrolled in Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,95% CI - Low,95% CI - High,Homicide Rate (AIAN),Homicide Rate (AIAN) 95% CI - Low,Homicide Rate (AIAN) 95% CI - High,Homicide Rate (Asian),Homicide Rate (Asian) 95% CI - Low,Homicide Rate (Asian) 95% CI - High,Homicide Rate (Black),Homicide Rate (Black) 95% CI - Low,Homicide Rate (Black) 95% CI - High,Homicide Rate (Hispanic),Homicide Rate (Hispanic) 95% CI - Low,Homicide Rate (Hispanic) 95% CI - High,Homicide Rate (White),Homicide Rate (White) 95% CI - Low,Homicide Rate (White) 95% CI - High,# Deaths,Suicide Rate (Age-Adjusted),95% CI - Low,95% CI - High,Crude Rate,Suicide Rate (AIAN),Suicide Rate (AIAN) 95% CI - Low,Suicide Rate (AIAN) 95% CI - High,Suicide Rate (Asian),Suicide Rate (Asian) 95% CI - Low,Suicide Rate (Asian) 95% CI - High,Suicide Rate (Black),Suicide Rate (Black) 95% CI - Low,Suicide Rate (Black) 95% CI - High,Suicide Rate (Hispanic),Suicide Rate (Hispanic) 95% CI - Low,Suicide Rate (Hispanic) 95% CI - High,Suicide Rate (White),Suicide Rate (White) 95% CI - Low,Suicide Rate (White) 95% CI - High,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low,95% CI - High,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (AIAN) 95% CI - Low,Firearm Fatalities Rate (AIAN) 95% CI - High,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Asian) 95% CI - Low,Firearm Fatalities Rate (Asian) 95% CI - High,Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Black) 95% CI - Low,Firearm Fatalities Rate (Black) 95% CI - High,Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (Hispanic) 95% CI - Low,Firearm Fatalities Rate (Hispanic) 95% CI - High,Firearm Fatalities Rate (White),Firearm Fatalities Rate (White) 95% CI - Low,Firearm Fatalities Rate (White) 95% CI - High,Non-Petitioned Cases,Petitioned Cases,Denominator,Juvenile Arrest Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,95% CI - Low,95% CI - High,# Households with Severe Cost Burden,% Severe Housing Cost Burden,95% CI - Low,95% CI - High,Population,% less than 18 years of age,% 65 and over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,95% CI - Low,95% CI - High,% Female,# Rural,% Rural
47000,Tennessee,,76.0,75.9,76.1,,,,,,,,,,,,,,,,106691,451,448,454,,,,,,,,,,,,,,,,3769,63,61,65,,,,,,,,,,,,,,,,4017,7,7,7,,,,,,,,,,,,,,,,13,12,15,14,13,16,13,,,16190,290,934310,14,536900,8,5229,26,25,27,,,,,,,,,,,,,,,,7003,15,15,15,,,,,,,,,,,,,,,,36,35,38,560693,14,13,14,67303,4,4,5,139,717:1,7,7,8,3.0,,,,,3.0,,,,,52366,51792,52940,,,,,,,,,,,,,,,,,66,58,7,7,8,,,,,,,,,,,,,,,,5498,16,16,16,17,,,,,,,,,,,,,,,,5711,17,17,18,,,,,,,,,,,,,,,,,,,,209,1701159,66,66,67,306596,12,12,13,6770010,22.2,16.4,1133558,16.7,31826,0.5,128526,1.9,6496,0.1,380772,5.6,4989758,73.7,94554,2,1,2,51.2,2132860,33.6
47001,Tennessee,Anderson,75.5,74.9,76.2,,,,,,,74.7,71.0,78.4,97.5,79.3,115.8,75.2,74.5,75.9,1369,475,449,502,,,,,,,553,413,725,,,,487,458,515,39,61,43,83,,,,,,,,,,,,,,,,44,8,6,11,,,,,,,,,,,,,,,,13,13,14,14,14,15,11,7,16,79,123,9540,13,7031,9,107,47,38,56,,,,,,,,,,,,,,,,83,16,12,19,,,,,,,,,,,,,,,,36,35,37,5697,13,11,15,584,4,2,5,128,780:1,6,2,10,,,,,,,,,,,50672,46850,54494,19716,0,39439,67012,63430,70594,40176,25539,54813,38828,22310,55346,50589,47977,53201,,56,45,3,2,5,,,,,,,,,,,,,,,,66,16,13,21,17,,,,,,,,,,,,,,,,50,13,10,17,,,,,,,,,,,,,,,,,,,,132,20729,68,66,70,3134,11,9,12,76482,21.0,20.1,2986,3.9,347,0.5,1181,1.5,51,0.1,2350,3.1,68116,89.1,619,1,0,1,51.3,26041,34.7
47003,Tennessee,Bedford,74.3,73.5,75.1,,,,,,,72.2,69.5,75.0,88.3,71.7,104.8,74.1,73.2,75.0,859,518,482,553,,,,,,,622,492,777,298,179,465,522,483,561,35,71,49,99,,,,,,,,,,,,,,,,38,9,6,12,,,,,,,,,,,,,,,,14,14,15,15,14,15,11,7,17,57,147,5540,12,2984,7,21,15,9,22,,,,,,,,,,,,,,,,68,21,16,26,,,,,,,,,,,,,,,,36,35,37,5182,18,16,21,678,5,4,7,98,1022:1,14,6,21,,,,,,,,,,,49860,44710,55010,,,,,,,37802,31287,44317,42873,36414,49332,50605,47991,53219,,40,38,,,,,,,,,,,,,,,,,,,36,15,11,21,15,,,,,,,,,,,,,,,,31,13,9,18,,,,,,,,,,,,,,,,,,,,80,11512,68,66,71,1968,12,10,14,49038,25.4,15.1,3721,7.6,559,1.1,522,1.1,87,0.2,6163,12.6,37556,76.6,1474,3,2,4,50.9,25053,55.6
47005,Tennessee,Benton,71.7,70.2,73.2,,,,,,,,,,,,,,,,428,661,592,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,16,16,16,17,14,8,22,14,101,2340,15,1082,7,13,27,14,46,,,,,,,,,,,,,,,,43,38,28,51,,,,,,,,,,,,,,,,37,36,38,1352,15,13,17,153,5,3,6,117,852:1,,,,,,,,,,,,,,38940,35728,42152,,,,,,,,,,26179,17376,34982,35645,32407,38883,,29,22,,,,,,,,,,,,,,,,,,,22,26,16,41,27,,,,,,,,,,,,,,,,20,25,15,38,,,,,,,,,,,,,,,,,,,,22,5153,76,73,79,776,12,9,16,16184,20.0,23.6,390,2.4,92,0.6,94,0.6,3,0.0,409,2.5,14970,92.5,25,0,0,1,51.0,12937,78.5
47007,Tennessee,Bledsoe,78.0,76.4,79.6,,,,,,,,,,,,,,,,229,390,337,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,15,15,14,15,10,5,18,9,69,2060,14,211,2,11,25,12,45,,,,,,,,,,,,,,,,11,11,6,20,,,,,,,,,,,,,,,,37,36,38,1308,18,15,21,127,5,4,7,61,1639:1,,,,,,,,,,,,,,40195,34927,45463,9737,0,19645,,,,63816,15532,112100,,,,44788,37664,51912,,56,42,,,,,,,,,,,,,,,,,,,19,25,15,40,26,,,,,,,,,,,,,,,,19,26,16,41,,,,,,,,,,,,,,,,,,,,21,3600,74,70,78,416,10,6,13,14755,15.3,18.5,1048,7.1,87,0.6,40,0.3,5,0.0,362,2.5,13038,88.4,245,2,0,3,41.1,12876,100.0
47009,Tennessee,Blount,77.0,76.5,77.5,,,,,,,78.3,74.4,82.2,89.9,81.6,98.2,76.7,76.2,77.3,2049,412,393,431,,,,,,,457,349,588,,,,421,401,441,55,52,39,67,,,,,,,,,,,,,,,,46,5,4,7,,,,,,,,,,,,,,,,13,12,13,14,13,14,13,9,19,127,115,13580,11,14303,12,134,34,29,40,,,,,,,,,,,,,,,,110,12,10,15,,,,,,,,,,,,,,,,33,32,35,9597,12,11,14,1089,4,3,5,95,1051:1,5,2,7,,,,,,,,,,,57939,53751,62127,107500,19071,195929,82614,36202,129026,37484,26185,48783,33208,21341,45075,55400,53433,57367,,59,40,3,2,4,,,,,,,,,,,,,,,,116,17,14,20,18,,,,,,,,,,,,,,,,85,13,11,16,,,,,,,,,,,,,,,,,,,,95,37685,75,73,77,4848,10,9,11,131349,20.2,20.2,3831,2.9,553,0.4,1230,0.9,98,0.1,4542,3.5,119321,90.8,760,1,0,1,51.5,40140,32.6
47011,Tennessee,Bradley,76.8,76.3,77.3,,,,,,,76.6,73.6,79.6,94.0,79.1,108.9,76.5,75.9,77.1,1599,419,398,440,,,,,,,467,365,588,215,132,333,431,408,453,41,44,32,60,,,,,,,,,,,,,,,,48,6,4,8,,,,,,,,,,,,,,,,14,13,14,14,14,15,17,14,21,109,124,13170,13,11906,12,75,24,19,30,,,,,,,,,,,,,,,,92,13,10,16,,,,,,,,,,,,,,,,37,36,38,10393,17,15,19,1106,5,3,6,122,821:1,4,2,6,,,,,,,,,,,50427,47261,53593,,,,55313,28600,82026,38763,34768,42758,31515,26228,36802,50491,48171,52811,,40,32,4,2,5,,,,,,,,,,,,,,,,75,14,11,17,14,,,,,,,,,,,,,,,,67,13,10,16,,,,,,,,,,,,,,,,,,,,139,26202,66,64,67,4436,12,10,13,106727,21.8,17.1,5179,4.9,666,0.6,1229,1.2,135,0.1,6765,6.3,91361,85.6,1716,2,1,2,51.4,32630,33.0
47013,Tennessee,Campbell,71.7,70.8,72.6,,,,,,,,,,,,,,,,997,656,613,699,,,,,,,,,,,,,,,,20,61,37,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,15,16,15,16,16,10,23,24,71,5660,14,4113,10,31,26,18,37,,,,,,,,,,,,,,,,65,23,18,30,,,,,,,,,,,,,,,,34,33,35,3545,15,13,18,331,4,3,5,152,660:1,11,4,18,,,,,,,,,,,39443,35733,43153,13203,10782,15624,,,,,,,57885,21810,93960,38426,36038,40814,,,33,5,3,8,,,,,,,,,,,,,,,,41,20,14,27,21,,,,,,,,,,,,,,,,30,15,10,22,,,,,,,,,,,,,,,,,,,,133,11360,70,68,72,1489,10,8,12,39583,20.6,20.7,189,0.5,136,0.3,133,0.3,32,0.1,521,1.3,38133,96.3,28,0,0,0,50.9,22403,55.0
47015,Tennessee,Cannon,74.4,72.9,75.9,,,,,,,,,,,,,,,,289,548,481,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,14,15,14,15,11,4,21,22,187,1640,12,146,1,12,28,15,49,,,,,,,,,,,,,,,,28,29,19,41,,,,,,,,,,,,,,,,34,33,36,1237,14,12,17,158,5,3,7,41,2410:1,,,,,,,,,,,,,,51859,46713,57005,,,,,,,47292,24019,70565,31404,19657,43151,49898,43228,56568,,24,12,11,6,20,,,,,,,,,,,,,,,,15,21,12,35,21,,,,,,,,,,,,,,,,15,21,12,35,,,,,,,,,,,,,,,,,,,,48,4043,73,70,77,386,7,5,10,14462,21.4,18.3,229,1.6,50,0.3,57,0.4,13,0.1,360,2.5,13558,93.7,28,0,0,1,50.3,11197,81.1
47017,Tennessee,Carroll,74.0,73.0,75.0,,,,,,,74.4,70.8,78.1,,,,73.9,72.9,74.9,584,535,489,581,,,,,,,488,350,662,,,,547,497,596,14,59,32,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,14,15,14,15,12,8,18,23,97,4140,15,964,3,,,,,,,,,,,,,,,,,,,,48,24,18,32,,,,,,,,,,,,,,,,36,35,37,2065,13,11,15,249,4,3,5,143,701:1,13,5,22,,,,,,,,,,,42025,37840,46210,43438,24839,62037,,,,28061,15364,40758,,,,41512,39262,43762,,25,24,5,2,9,,,,,,,,,,,,,,,,27,19,13,29,19,,,,,,,,,,,,,,,,24,17,11,25,,,,,,,,,,,,,,,,,,,,40,8057,73,71,75,1104,11,8,13,28020,21.4,20.3,2783,9.9,179,0.6,119,0.4,13,0.0,771,2.8,23680,84.5,28,0,0,0,51.1,23690,83.1
47019,Tennessee,Carter,75.8,75.0,76.5,,,,,,,,,,,,,,,,1091,481,451,511,,,,,,,,,,,,,,,,24,56,36,84,,,,,,,,,,,,,,,,22,6,4,9,,,,,,,,,,,,,,,,15,15,16,16,16,17,21,16,28,48,98,8410,15,11750,20,57,34,25,44,,,,,,,,,,,,,,,,45,11,8,15,,,,,,,,,,,,,,,,36,35,37,4867,15,13,17,399,4,2,5,66,1523:1,9,4,13,,,,,,,,,,,39202,35462,42942,,,,,,,,,,29545,12003,47087,36952,34884,39020,,76,41,,,,,,,,,,,,,,,,,,,48,17,12,22,17,,,,,,,,,,,,,,,,41,15,10,20,,,,,,,,,,,,,,,,,,,,99,16482,70,68,72,2663,12,10,14,56351,18.4,21.9,842,1.5,169,0.3,232,0.4,15,0.0,1097,1.9,53345,94.7,81,0,0,0,51.1,23524,41.0
47021,Tennessee,Cheatham,74.5,73.6,75.3,,,,,,,,,,,,,,,,731,494,457,532,,,,,,,,,,,,,,,,20,55,34,85,,,,,,,,,,,,,,,,23,7,5,11,,,,,,,,,,,,,,,,12,12,12,13,13,14,11,5,19,53,158,3870,10,222,1,63,52,40,67,,,,,,,,,,,,,,,,58,21,16,27,,,,,,,,,,,,,,,,34,32,35,3136,12,10,14,412,4,3,6,99,1011:1,10,4,15,,,,,,,,,,,63241,57891,68591,,,,,,,57935,48176,67694,50417,21159,79675,59303,54756,63850,,34,25,5,3,9,,,,,,,,,,,,,,,,52,23,17,30,26,,,,,,,,,,,,,,,,42,21,15,28,,,,,,,,,,,,,,,,,,,,81,11540,77,74,80,1441,10,8,12,40439,22.2,15.0,748,1.8,220,0.5,191,0.5,30,0.1,1306,3.2,37404,92.5,169,0,0,1,50.3,32442,83.0
47023,Tennessee,Chester,77.0,75.7,78.2,,,,,,,77.8,73.9,81.8,,,,76.6,75.3,78.0,271,436,383,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,14,14,14,15,17,11,25,8,55,2270,13,980,6,,,,,,,,,,,,,,,,,,,,22,18,11,27,,,,,,,,,,,,,,,,35,34,36,1400,15,12,17,176,4,3,6,81,1234:1,,,,,,,,,,,,,,47508,41547,53469,,,,,,,29375,20405,38345,,,,51814,42900,60728,,49,43,,,,,,,,,,,,,,,,,,,11,12,6,23,13,,,,,,,,,,,,,,,,12,14,7,24,,,,,,,,,,,,,,,,,,,,23,4528,76,73,79,539,9,5,13,17276,22.1,17.2,1605,9.3,84,0.5,131,0.8,5,0.0,483,2.8,14672,84.9,51,0,0,1,51.9,11177,65.2
47025,Tennessee,Claiborne,73.3,72.3,74.3,,,,,,,,,,,,,,,,700,567,523,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,15,15,15,16,14,8,21,17,62,4540,14,3291,10,39,41,29,56,,,,,,,,,,,,,,,,52,23,18,31,,,,,,,,,,,,,,,,35,34,36,2598,14,12,16,260,4,3,6,154,648:1,,,,,,,,,,,,,,37987,33587,42387,,,,,,,22344,4791,39897,26442,15537,37347,36973,34023,39923,,72,41,,,,,,,,,,,,,,,,,,,44,26,18,35,28,,,,,,,,,,,,,,,,42,27,19,36,,,,,,,,,,,,,,,,,,,,64,9312,70,68,72,1793,15,12,18,31756,19.1,19.9,367,1.2,113,0.4,221,0.7,9,0.0,406,1.3,30260,95.3,137,0,0,1,51.1,23050,71.6
